rank,CompanyNumber,CompanyName,score,reason_1,contribution_1,value_1,reason_2,contribution_2,value_2,reason_3,contribution_3,value_3
54,16385759,ITL ENSTITUTE LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
55,16390615,JPA IT SOLUTIONS LIMITED,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
56,16386776,HYPERRING ALLIANCE LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
57,16389363,HOSTIMATIC LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
58,SC845412,JGCK LIMITED,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
59,16390646,JOBS UK MAKE IT EASY LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
60,16385835,PRIVATE AI SYSTEMS LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
61,16389516,PUREPLAYERS AGENCY LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
62,16385638,TAMAI TECHNOLOGIES LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
63,16386398,LETSTALKFRIEND LIMITED,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
64,16386913,FUNKY CART LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
65,16385534,MK LABS LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
