CompanyNumber,prop_has_any,prop_count_total,prop_count_12m,prop_first_date,prop_latest_date,prop_days_since_latest,prop_value_total,prop_value_max,prop_value_count,prop_types,prop_match_method,prop_max_confidence,prop_min_confidence
05684672,1,1,0,2021-08-25,2021-08-25,1771,,,0,property_title,company_number,1.0,1.0
05684823,1,1,0,2018-08-30,2018-08-30,2862,,,0,property_title,company_number,1.0,1.0
05684839,1,1,0,2006-06-14,2006-06-14,7322,,,0,property_title,company_number,1.0,1.0
05685709,1,1,0,2010-10-25,2010-10-25,5728,,,0,property_title,company_number,1.0,1.0
05685764,1,1,0,2015-08-27,2015-08-27,3961,,,0,property_title,company_number,1.0,1.0
05685937,1,3,0,2009-04-22,2011-07-20,5460,,,0,property_title,company_number,1.0,1.0
05686042,1,1,0,2014-01-28,2014-01-28,4537,,,0,property_title,company_number,1.0,1.0
05686121,1,5,0,2011-06-10,2020-08-12,2149,791250.0,690000.0,2,property_title,company_number,1.0,1.0
05686221,1,3,0,2016-02-02,2019-12-11,2394,,,0,property_title,company_number,1.0,1.0
05686257,1,1,0,2016-10-04,2016-10-04,3557,385000.0,385000.0,1,property_title,company_number,1.0,1.0
05686504,1,1,0,2022-04-04,2022-04-04,1549,,,0,property_title,company_number,1.0,1.0
05686532,1,2,0,2019-09-20,2020-07-27,2165,,,0,property_title,company_number,1.0,1.0
05686601,1,8,0,2016-02-15,2024-01-11,902,,,0,property_title,company_number,1.0,1.0
05686674,1,1,0,2006-04-13,2006-04-13,7384,180000.0,180000.0,1,property_title,company_number,1.0,1.0
05687068,1,1,0,2006-02-16,2006-02-16,7440,410000.0,410000.0,1,property_title,company_number,1.0,1.0
05687775,1,4,0,2011-02-17,2023-11-17,957,,,0,property_title,company_number,1.0,1.0
05687816,1,1,0,2007-04-16,2007-04-16,7016,,,0,property_title,company_number,1.0,1.0
05688116,1,1,0,2014-03-05,2014-03-05,4501,,,0,property_title,company_number,1.0,1.0
05688257,1,1,0,2016-10-24,2016-10-24,3537,,,0,property_title,company_number,1.0,1.0
05688433,1,2,1,2017-02-13,2025-07-08,358,,,0,property_title,company_number,1.0,1.0
05688495,1,1,0,2016-06-22,2016-06-22,3661,,,0,property_title,company_number,1.0,1.0
05688640,1,1,0,2021-11-25,2021-11-25,1679,,,0,property_title,company_number,1.0,1.0
05688867,1,1,0,2018-01-17,2018-01-17,3087,,,0,property_title,company_number,1.0,1.0
05688926,1,2,1,2016-02-16,2025-08-15,320,,,0,property_title,company_number,1.0,1.0
05689564,1,1,0,2006-05-25,2006-05-25,7342,,,0,property_title,company_number,1.0,1.0
05689602,1,1,0,2009-11-17,2009-11-17,6070,,,0,property_title,company_number,1.0,1.0
05690012,1,1,0,2013-01-25,2013-01-25,4905,,,0,property_title,company_number,1.0,1.0
05690174,1,1,0,2016-06-09,2016-06-09,3674,450000.0,450000.0,1,property_title,company_number,1.0,1.0
05690529,1,4,0,2018-07-10,2019-11-15,2420,480500.0,134000.0,4,property_title,company_number,1.0,1.0
05690644,1,1,0,2020-08-27,2020-08-27,2134,325000.0,325000.0,1,property_title,company_number,1.0,1.0
05690732,1,3,0,2006-11-14,2018-06-06,2947,770000.0,450000.0,2,property_title,company_number,1.0,1.0
05691745,1,1,0,2024-06-20,2024-06-20,741,200000.0,200000.0,1,property_title,company_number,1.0,1.0
05692085,1,1,0,2022-06-14,2022-06-14,1478,288000.0,288000.0,1,property_title,company_number,1.0,1.0
05692421,1,7,0,2009-01-09,2009-01-28,6363,975000.0,220000.0,6,property_title,company_number,1.0,1.0
05692436,1,2,0,2012-06-14,2019-11-18,2417,,,0,property_title,company_number,1.0,1.0
05692439,1,2,0,2008-10-29,2008-10-29,6454,,,0,property_title,company_number,1.0,1.0
05692599,1,1,0,2017-04-26,2017-04-26,3353,,,0,property_title,company_number,1.0,1.0
05692726,1,1,0,2021-08-12,2021-08-12,1784,,,0,property_title,company_number,1.0,1.0
05692812,1,1,0,2008-01-08,2008-01-08,6749,,,0,property_title,company_number,1.0,1.0
05692860,1,2,0,2023-07-05,2023-07-05,1092,,,0,property_title,company_number,1.0,1.0
05693397,1,1,0,2023-03-02,2023-03-02,1217,,,0,property_title,company_number,1.0,1.0
05693740,1,1,0,2007-02-08,2007-02-08,7083,,,0,property_title,company_number,1.0,1.0
05693899,1,1,0,2017-01-19,2017-01-19,3450,140000.0,140000.0,1,property_title,company_number,1.0,1.0
05694078,1,4,0,2019-11-05,2024-01-16,897,,,0,property_title,company_number,1.0,1.0
05694272,1,1,0,2017-06-12,2017-06-12,3306,,,0,property_title,company_number,1.0,1.0
05694342,1,1,0,2006-08-07,2006-08-07,7268,,,0,property_title,company_number,1.0,1.0
05694680,1,1,0,2011-01-10,2011-01-10,5651,,,0,property_title,company_number,1.0,1.0
05694767,1,2,1,2013-10-15,2026-01-23,159,,,0,property_title,company_number,1.0,1.0
05694978,1,7,0,2008-11-26,2021-09-29,1736,,,0,property_title,company_number,1.0,1.0
05695324,1,1,0,2020-01-30,2020-01-30,2344,,,0,property_title,company_number,1.0,1.0
05695758,1,4,0,2013-03-14,2022-09-22,1378,109995.0,69995.0,2,property_title,company_number,1.0,1.0
05696282,1,1,0,2016-06-16,2016-06-16,3667,,,0,property_title,company_number,1.0,1.0
05696509,1,1,0,2014-07-11,2014-07-11,4373,,,0,property_title,company_number,1.0,1.0
05696697,1,1,0,2024-10-30,2024-10-30,609,93240.0,93240.0,1,property_title,company_number,1.0,1.0
05696710,1,1,0,2025-04-03,2025-04-03,454,1000000.0,1000000.0,1,property_title,company_number,1.0,1.0
05696973,1,1,0,2014-06-23,2014-06-23,4391,,,0,property_title,company_number,1.0,1.0
05697038,1,1,0,2014-07-30,2014-07-30,4354,120000.0,120000.0,1,property_title,company_number,1.0,1.0
05697061,1,4,0,2009-12-04,2021-01-14,1994,,,0,property_title,company_number,1.0,1.0
05697071,1,5,0,2009-12-21,2023-11-01,973,825000.0,800000.0,2,property_title,company_number,1.0,1.0
05697173,1,8,0,2019-05-15,2024-02-07,875,14501438.0,4100000.0,5,property_title,company_number,1.0,1.0
05697200,1,1,0,2023-09-29,2023-09-29,1006,,,0,property_title,company_number,1.0,1.0
05697288,1,22,2,2006-09-12,2025-07-07,359,27230166.0,6632819.0,6,property_title,company_number,1.0,1.0
05697471,1,1,0,2012-06-20,2012-06-20,5124,,,0,property_title,company_number,1.0,1.0
05697631,1,2,0,2016-01-04,2017-10-13,3183,,,0,property_title,company_number,1.0,1.0
05697917,1,3,0,2018-04-23,2021-06-10,1847,,,0,property_title,company_number,1.0,1.0
05698272,1,1,0,2008-03-14,2008-03-14,6683,,,0,property_title,company_number,1.0,1.0
05698291,1,1,0,2013-01-03,2013-01-03,4927,,,0,property_title,company_number,1.0,1.0
05698572,1,1,0,2011-03-23,2011-03-23,5579,,,0,property_title,company_number,1.0,1.0
05698732,1,1,0,2016-10-05,2016-10-05,3556,,,0,property_title,company_number,1.0,1.0
05699951,1,1,0,2008-12-16,2008-12-16,6406,,,0,property_title,company_number,1.0,1.0
05700069,1,5,0,2008-05-29,2020-11-17,2052,452000.0,215000.0,3,property_title,company_number,1.0,1.0
05700703,1,1,0,2020-03-10,2020-03-10,2304,85000.0,85000.0,1,property_title,company_number,1.0,1.0
05700903,1,1,0,2021-10-06,2021-10-06,1729,200000.0,200000.0,1,property_title,company_number,1.0,1.0
05700921,1,1,0,2015-06-01,2015-06-01,4048,,,0,property_title,company_number,1.0,1.0
05701230,1,3,0,2015-09-23,2021-08-05,1791,542500.0,377500.0,2,property_title,company_number,1.0,1.0
05701626,1,1,1,2025-09-19,2025-09-19,285,100000.0,100000.0,1,property_title,company_number,1.0,1.0
05701883,1,1,0,2019-01-15,2019-01-15,2724,,,0,property_title,company_number,1.0,1.0
05701905,1,1,0,2014-07-23,2014-07-23,4361,,,0,property_title,company_number,1.0,1.0
05702633,1,1,0,2015-05-14,2015-05-14,4066,1080000.0,1080000.0,1,property_title,company_number,1.0,1.0
05702652,1,1,0,2013-02-18,2013-02-18,4881,,,0,property_title,company_number,1.0,1.0
05702796,1,2,0,2014-03-25,2014-03-25,4481,,,0,property_title,company_number,1.0,1.0
05703275,1,1,0,2006-05-31,2006-05-31,7336,,,0,property_title,company_number,1.0,1.0
05703678,1,1,0,2023-03-24,2023-03-24,1195,,,0,property_title,company_number,1.0,1.0
05703992,1,2,0,2006-12-22,2007-07-18,6923,,,0,property_title,company_number,1.0,1.0
05704113,1,3,0,2011-10-20,2015-08-19,3969,,,0,property_title,company_number,1.0,1.0
05705976,1,1,0,2018-09-13,2018-09-13,2848,,,0,property_title,company_number,1.0,1.0
05705987,1,1,1,2025-07-02,2025-07-02,364,,,0,property_title,company_number,1.0,1.0
05706102,1,4,0,2012-04-23,2019-10-22,2444,509000.0,142000.0,4,property_title,company_number,1.0,1.0
05706163,1,1,0,2018-03-09,2018-03-09,3036,160000.0,160000.0,1,property_title,company_number,1.0,1.0
05706171,1,1,0,2012-08-10,2012-08-10,5073,,,0,property_title,company_number,1.0,1.0
05706243,1,2,0,2010-12-10,2010-12-10,5682,,,0,property_title,company_number,1.0,1.0
05706252,1,4,0,2007-09-04,2007-09-04,6875,,,0,property_title,company_number,1.0,1.0
05706830,1,1,0,2013-02-04,2013-02-04,4895,,,0,property_title,company_number,1.0,1.0
05706923,1,1,0,2022-10-24,2022-10-24,1346,650000.0,650000.0,1,property_title,company_number,1.0,1.0
05707007,1,3,0,2011-11-28,2011-11-28,5329,,,0,property_title,company_number,1.0,1.0
05707597,1,4,0,2015-01-28,2015-01-28,4172,,,0,property_title,company_number,1.0,1.0
05708094,1,1,0,2007-03-13,2007-03-13,7050,,,0,property_title,company_number,1.0,1.0
05708493,1,4,0,2011-04-08,2019-12-18,2387,,,0,property_title,company_number,1.0,1.0
05708521,1,1,0,2020-04-27,2020-04-27,2256,90000.0,90000.0,1,property_title,company_number,1.0,1.0
05708741,1,2,0,2009-11-20,2010-10-26,5727,,,0,property_title,company_number,1.0,1.0
05708771,1,2,0,2017-12-11,2020-07-21,2171,796500.0,624000.0,2,property_title,company_number,1.0,1.0
05708815,1,2,0,2010-12-20,2015-09-11,3946,,,0,property_title,company_number,1.0,1.0
05708870,1,1,0,2008-08-21,2008-08-21,6523,,,0,property_title,company_number,1.0,1.0
05708907,1,1,0,2018-06-18,2018-06-18,2935,120000.0,120000.0,1,property_title,company_number,1.0,1.0
05709053,1,1,0,2014-04-23,2014-04-23,4452,,,0,property_title,company_number,1.0,1.0
05709148,1,4,0,2010-10-18,2020-03-04,2310,,,0,property_title,company_number,1.0,1.0
05709253,1,1,0,2008-01-31,2008-01-31,6726,,,0,property_title,company_number,1.0,1.0
05709304,1,4,0,2018-10-09,2023-07-20,1077,,,0,property_title,company_number,1.0,1.0
05709310,1,1,0,2025-05-30,2025-05-30,397,,,0,property_title,company_number,1.0,1.0
05709651,1,1,0,2014-01-10,2014-01-10,4555,204000.0,204000.0,1,property_title,company_number,1.0,1.0
05709821,1,1,0,2008-04-08,2008-04-08,6658,,,0,property_title,company_number,1.0,1.0
05710643,1,1,0,2010-11-03,2010-11-03,5719,,,0,property_title,company_number,1.0,1.0
05710652,1,1,0,2006-10-13,2006-10-13,7201,,,0,property_title,company_number,1.0,1.0
05710876,1,1,0,2014-12-17,2014-12-17,4214,,,0,property_title,company_number,1.0,1.0
05710936,1,1,0,2010-09-09,2010-09-09,5774,,,0,property_title,company_number,1.0,1.0
05711212,1,3,0,2014-06-20,2020-09-23,2107,195000.0,195000.0,1,property_title,company_number,1.0,1.0
05712269,1,1,0,2007-10-16,2007-10-16,6833,,,0,property_title,company_number,1.0,1.0
05712405,1,1,0,2019-02-08,2019-02-08,2700,,,0,property_title,company_number,1.0,1.0
05712643,1,1,0,2010-04-12,2010-04-12,5924,,,0,property_title,company_number,1.0,1.0
05712796,1,1,0,2006-04-24,2006-04-24,7373,,,0,property_title,company_number,1.0,1.0
05713327,1,1,0,2018-10-10,2018-10-10,2821,250000.0,250000.0,1,property_title,company_number,1.0,1.0
05713377,1,1,0,2023-08-31,2023-08-31,1035,147500.0,147500.0,1,property_title,company_number,1.0,1.0
05714010,1,4,0,2008-10-02,2023-03-27,1192,2320000.0,1750000.0,3,property_title,company_number,1.0,1.0
05714097,1,1,0,2014-02-18,2014-02-18,4516,,,0,property_title,company_number,1.0,1.0
05714462,1,1,0,2009-03-30,2009-03-30,6302,,,0,property_title,company_number,1.0,1.0
05714465,1,1,0,2018-03-16,2018-03-16,3029,70000.0,70000.0,1,property_title,company_number,1.0,1.0
05714731,1,2,0,2023-03-14,2024-02-21,861,,,0,property_title,company_number,1.0,1.0
05715281,1,1,0,2016-02-04,2016-02-04,3800,,,0,property_title,company_number,1.0,1.0
05715415,1,3,0,2013-04-10,2023-06-19,1108,,,0,property_title,company_number,1.0,1.0
05715575,1,1,0,2010-12-17,2010-12-17,5675,,,0,property_title,company_number,1.0,1.0
05715773,1,1,0,2024-10-22,2024-10-22,617,330000.0,330000.0,1,property_title,company_number,1.0,1.0
05715922,1,4,0,2014-01-08,2015-06-22,4027,84000.0,84000.0,1,property_title,company_number,1.0,1.0
05716519,1,3,0,2006-09-28,2006-09-28,7216,,,0,property_title,company_number,1.0,1.0
05717554,1,2,0,2016-09-21,2022-04-01,1552,,,0,property_title,company_number,1.0,1.0
05718178,1,1,0,2006-04-28,2006-04-28,7369,,,0,property_title,company_number,1.0,1.0
05718342,1,1,0,2019-07-03,2019-07-03,2555,,,0,property_title,company_number,1.0,1.0
05718421,1,2,0,2024-01-09,2024-01-09,904,4070000.0,2220000.0,2,property_title,company_number,1.0,1.0
05718602,1,1,0,2013-11-08,2013-11-08,4618,90000.0,90000.0,1,property_title,company_number,1.0,1.0
05718807,1,1,0,2012-05-11,2012-05-11,5164,,,0,property_title,company_number,1.0,1.0
05718964,1,1,0,2010-04-28,2010-04-28,5908,,,0,property_title,company_number,1.0,1.0
05719108,1,1,0,2021-10-28,2021-10-28,1707,,,0,property_title,company_number,1.0,1.0
05719532,1,1,0,2020-07-09,2020-07-09,2183,950000.0,950000.0,1,property_title,company_number,1.0,1.0
05720032,1,1,0,2008-08-18,2008-08-18,6526,,,0,property_title,company_number,1.0,1.0
05720099,1,1,0,2007-08-02,2007-08-02,6908,,,0,property_title,company_number,1.0,1.0
05720118,1,7,0,2015-09-29,2018-08-07,2885,,,0,property_title,company_number,1.0,1.0
05720644,1,1,0,2013-02-05,2013-02-05,4894,,,0,property_title,company_number,1.0,1.0
05720695,1,1,0,2020-03-17,2020-03-17,2297,,,0,property_title,company_number,1.0,1.0
05721052,1,1,0,2023-05-12,2023-05-12,1146,,,0,property_title,company_number,1.0,1.0
05721151,1,1,0,2008-10-28,2008-10-28,6455,,,0,property_title,company_number,1.0,1.0
05721205,1,3,0,2013-04-18,2019-12-09,2396,80000.0,70000.0,2,property_title,company_number,1.0,1.0
05721758,1,2,0,2022-10-12,2024-04-02,820,,,0,property_title,company_number,1.0,1.0
05722112,1,2,0,2020-12-18,2021-03-02,1947,51500.0,51500.0,1,property_title,company_number,1.0,1.0
05722409,1,2,0,2020-10-28,2020-11-25,2044,,,0,property_title,company_number,1.0,1.0
05722687,1,1,0,2016-02-11,2016-02-11,3793,,,0,property_title,company_number,1.0,1.0
05722738,1,1,0,2022-05-30,2022-05-30,1493,,,0,property_title,company_number,1.0,1.0
05722901,1,1,0,2025-02-03,2025-02-03,513,,,0,property_title,company_number,1.0,1.0
05723611,1,1,0,2009-11-06,2009-11-06,6081,,,0,property_title,company_number,1.0,1.0
05723829,1,2,0,2018-08-14,2018-08-14,2878,,,0,property_title,company_number,1.0,1.0
05723976,1,1,0,2023-04-25,2023-04-25,1163,,,0,property_title,company_number,1.0,1.0
05724071,1,1,0,2007-02-28,2007-02-28,7063,,,0,property_title,company_number,1.0,1.0
05724224,1,1,0,2024-09-09,2024-09-09,660,276000.0,276000.0,1,property_title,company_number,1.0,1.0
05724242,1,2,0,2013-09-16,2023-08-07,1059,,,0,property_title,company_number,1.0,1.0
05724363,1,2,0,2023-01-24,2023-01-24,1254,,,0,property_title,company_number,1.0,1.0
05724460,1,1,0,2018-05-30,2018-05-30,2954,,,0,property_title,company_number,1.0,1.0
05724553,1,1,0,2007-04-04,2007-04-04,7028,29000.0,29000.0,1,property_title,company_number,1.0,1.0
05724912,1,1,0,2007-07-26,2007-07-26,6915,,,0,property_title,company_number,1.0,1.0
05725027,1,1,0,2024-12-10,2024-12-10,568,,,0,property_title,company_number,1.0,1.0
05725255,1,2,0,2015-10-27,2018-11-21,2779,1390000.0,895000.0,2,property_title,company_number,1.0,1.0
05725695,1,3,1,2021-08-11,2026-05-21,41,717000.0,605000.0,2,property_title,company_number,1.0,1.0
05726037,1,1,0,2013-06-13,2013-06-13,4766,,,0,property_title,company_number,1.0,1.0
05726102,1,2,0,2014-04-17,2015-12-22,3844,318000.0,180000.0,2,property_title,company_number,1.0,1.0
05726125,1,2,0,2008-05-09,2012-07-16,5098,,,0,property_title,company_number,1.0,1.0
05726136,1,9,0,2007-12-17,2009-04-01,6300,1059000.0,250000.0,7,property_title,company_number,1.0,1.0
05726516,1,1,0,2017-08-14,2017-08-14,3243,,,0,property_title,company_number,1.0,1.0
05726749,1,1,0,2015-07-23,2015-07-23,3996,,,0,property_title,company_number,1.0,1.0
05726785,1,1,0,2018-08-29,2018-08-29,2863,900000.0,900000.0,1,property_title,company_number,1.0,1.0
05726828,1,1,0,2018-12-14,2018-12-14,2756,,,0,property_title,company_number,1.0,1.0
05726866,1,1,0,2008-07-28,2008-07-28,6547,,,0,property_title,company_number,1.0,1.0
05726989,1,1,0,2008-08-18,2008-08-18,6526,,,0,property_title,company_number,1.0,1.0
05727073,1,1,0,2015-03-24,2015-03-24,4117,,,0,property_title,company_number,1.0,1.0
05727261,1,1,0,2017-05-23,2017-05-23,3326,,,0,property_title,company_number,1.0,1.0
05727547,1,1,0,2006-10-24,2006-10-24,7190,,,0,property_title,company_number,1.0,1.0
05727574,1,1,0,2011-01-10,2011-01-10,5651,,,0,property_title,company_number,1.0,1.0
05727713,1,1,0,2015-05-22,2015-05-22,4058,,,0,property_title,company_number,1.0,1.0
05728008,1,4,0,2017-02-02,2021-12-21,1653,,,0,property_title,company_number,1.0,1.0
05728414,1,1,0,2014-08-29,2014-08-29,4324,,,0,property_title,company_number,1.0,1.0
05728447,1,1,0,2017-06-15,2017-06-15,3303,160000.0,160000.0,1,property_title,company_number,1.0,1.0
05728497,1,2,0,2021-11-01,2021-11-01,1703,,,0,property_title,company_number,1.0,1.0
05728557,1,1,0,2018-04-16,2018-04-16,2998,,,0,property_title,company_number,1.0,1.0
05728804,1,2,0,2020-10-30,2024-11-01,607,1500000.0,1500000.0,1,property_title,company_number,1.0,1.0
05729410,1,1,0,2021-08-31,2021-08-31,1765,,,0,property_title,company_number,1.0,1.0
05729573,1,1,0,2018-04-25,2018-04-25,2989,2650000.0,2650000.0,1,property_title,company_number,1.0,1.0
05729633,1,3,1,2021-08-09,2025-10-17,257,310000.0,310000.0,1,property_title,company_number,1.0,1.0
05729719,1,1,0,2024-02-06,2024-02-06,876,,,0,property_title,company_number,1.0,1.0
05730866,1,1,0,2024-11-06,2024-11-06,602,,,0,property_title,company_number,1.0,1.0
05730982,1,1,0,2013-12-24,2013-12-24,4572,,,0,property_title,company_number,1.0,1.0
05730996,1,2,0,2018-11-20,2025-02-04,512,,,0,property_title,company_number,1.0,1.0
05731324,1,1,0,2022-03-30,2022-03-30,1554,925000.0,925000.0,1,property_title,company_number,1.0,1.0
05731536,1,1,0,2018-03-12,2018-03-12,3033,122000.0,122000.0,1,property_title,company_number,1.0,1.0
05731592,1,1,0,2022-07-19,2022-07-19,1443,,,0,property_title,company_number,1.0,1.0
05731700,1,2,0,2013-07-03,2020-07-13,2179,,,0,property_title,company_number,1.0,1.0
05731778,1,1,0,2006-09-14,2006-09-14,7230,,,0,property_title,company_number,1.0,1.0
05732208,1,1,0,2006-07-10,2006-07-10,7296,,,0,property_title,company_number,1.0,1.0
05732482,1,1,0,2009-11-19,2009-11-19,6068,,,0,property_title,company_number,1.0,1.0
05732676,1,1,0,2017-02-03,2017-02-03,3435,,,0,property_title,company_number,1.0,1.0
05732777,1,17,0,2008-04-04,2023-09-11,1024,2425000.0,1600000.0,2,property_title,company_number,1.0,1.0
05732870,1,6,0,2017-07-07,2020-01-14,2360,3168700.0,1100000.0,5,property_title,company_number,1.0,1.0
05733072,1,1,0,2008-12-23,2008-12-23,6399,,,0,property_title,company_number,1.0,1.0
05733077,1,1,0,2006-06-27,2006-06-27,7309,,,0,property_title,company_number,1.0,1.0
05733436,1,5,0,2016-09-29,2023-04-11,1177,,,0,property_title,company_number,1.0,1.0
05733632,1,4,0,2019-04-29,2023-02-21,1226,,,0,property_title,company_number,1.0,1.0
05733713,1,1,0,2008-06-12,2008-06-12,6593,494500.0,494500.0,1,property_title,company_number,1.0,1.0
05733785,1,1,0,2006-06-30,2006-06-30,7306,,,0,property_title,company_number,1.0,1.0
05733889,1,1,0,2017-03-21,2017-03-21,3389,4050000.0,4050000.0,1,property_title,company_number,1.0,1.0
05733945,1,1,0,2006-06-14,2006-06-14,7322,,,0,property_title,company_number,1.0,1.0
05734062,1,1,0,2018-10-12,2018-10-12,2819,240000.0,240000.0,1,property_title,company_number,1.0,1.0
05734188,1,1,0,2007-12-14,2007-12-14,6774,,,0,property_title,company_number,1.0,1.0
05734498,1,2,0,2006-05-02,2006-05-02,7365,,,0,property_title,company_number,1.0,1.0
05734547,1,1,0,2018-02-27,2018-02-27,3046,,,0,property_title,company_number,1.0,1.0
05734689,1,1,0,2013-03-26,2013-03-26,4845,,,0,property_title,company_number,1.0,1.0
05734788,1,1,0,2024-01-26,2024-01-26,887,,,0,property_title,company_number,1.0,1.0
05734902,1,1,0,2020-12-17,2020-12-17,2022,204950.0,204950.0,1,property_title,company_number,1.0,1.0
05734921,1,3,0,2006-05-02,2006-05-03,7364,,,0,property_title,company_number,1.0,1.0
05735303,1,1,0,2022-10-28,2022-10-28,1342,,,0,property_title,company_number,1.0,1.0
05735585,1,3,0,2021-07-29,2022-12-21,1288,,,0,property_title,company_number,1.0,1.0
05735642,1,5,0,2007-06-21,2017-08-01,3256,,,0,property_title,company_number,1.0,1.0
05735653,1,5,0,2015-09-30,2015-09-30,3927,,,0,property_title,company_number,1.0,1.0
05735920,1,2,0,2015-12-03,2015-12-03,3863,315000.0,315000.0,1,property_title,company_number,1.0,1.0
05736005,1,1,0,2013-04-22,2013-04-22,4818,,,0,property_title,company_number,1.0,1.0
05736026,1,3,0,2019-01-18,2023-04-13,1175,,,0,property_title,company_number,1.0,1.0
05736056,1,3,0,2012-02-03,2020-11-27,2042,157500.0,145000.0,2,property_title,company_number,1.0,1.0
05736189,1,2,0,2008-08-07,2008-08-07,6537,,,0,property_title,company_number,1.0,1.0
05736370,1,1,0,2021-05-05,2021-05-05,1883,,,0,property_title,company_number,1.0,1.0
05736619,1,1,0,2016-08-17,2016-08-17,3605,200000.0,200000.0,1,property_title,company_number,1.0,1.0
05736705,1,1,0,2018-01-09,2018-01-09,3095,,,0,property_title,company_number,1.0,1.0
05736853,1,1,0,2018-01-09,2018-01-09,3095,,,0,property_title,company_number,1.0,1.0
05736887,1,2,0,2024-08-27,2024-08-27,673,,,0,property_title,company_number,1.0,1.0
05737014,1,1,0,2015-05-19,2015-05-19,4061,,,0,property_title,company_number,1.0,1.0
05737061,1,1,0,2006-09-27,2006-09-27,7217,,,0,property_title,company_number,1.0,1.0
05737315,1,1,0,2007-01-04,2007-01-04,7118,,,0,property_title,company_number,1.0,1.0
05737684,1,1,0,2024-11-21,2024-11-21,587,,,0,property_title,company_number,1.0,1.0
05737708,1,1,0,2021-06-16,2021-06-16,1841,,,0,property_title,company_number,1.0,1.0
05737954,1,1,0,2021-04-13,2021-04-13,1905,,,0,property_title,company_number,1.0,1.0
05738097,1,2,0,2010-06-23,2010-06-23,5852,,,0,property_title,company_number,1.0,1.0
05738116,1,2,1,2018-03-02,2026-03-06,117,,,0,property_title,company_number,1.0,1.0
05738159,1,1,0,2007-09-17,2007-09-17,6862,,,0,property_title,company_number,1.0,1.0
05738535,1,1,0,2013-01-18,2013-01-18,4912,,,0,property_title,company_number,1.0,1.0
05738749,1,2,0,2021-03-01,2021-03-01,1948,,,0,property_title,company_number,1.0,1.0
05738834,1,3,0,2019-03-15,2023-07-13,1084,,,0,property_title,company_number,1.0,1.0
05738999,1,123,0,2006-06-06,2025-03-20,468,4195475.0,2800000.0,5,property_title,company_number,1.0,1.0
05739154,1,2,0,2024-05-10,2024-05-10,782,,,0,property_title,company_number,1.0,1.0
05739238,1,2,0,2014-07-02,2015-05-07,4073,165000.0,90000.0,2,property_title,company_number,1.0,1.0
05739821,1,1,0,2018-10-04,2018-10-04,2827,,,0,property_title,company_number,1.0,1.0
05739875,1,1,0,2010-09-08,2010-09-08,5775,,,0,property_title,company_number,1.0,1.0
05740007,1,1,0,2007-08-03,2007-08-03,6907,,,0,property_title,company_number,1.0,1.0
05740167,1,1,0,2016-02-17,2016-02-17,3787,150000.0,150000.0,1,property_title,company_number,1.0,1.0
05740402,1,1,0,2022-12-12,2022-12-12,1297,,,0,property_title,company_number,1.0,1.0
05740570,1,1,0,2010-06-24,2010-06-24,5851,,,0,property_title,company_number,1.0,1.0
05740814,1,1,0,2008-01-21,2008-01-21,6736,405000.0,405000.0,1,property_title,company_number,1.0,1.0
05740945,1,2,0,2019-10-18,2021-10-22,1713,,,0,property_title,company_number,1.0,1.0
05741183,1,1,0,2006-05-23,2006-05-23,7344,,,0,property_title,company_number,1.0,1.0
05741188,1,1,0,2013-07-19,2013-07-19,4730,500000.0,500000.0,1,property_title,company_number,1.0,1.0
05741346,1,1,0,2019-07-12,2019-07-12,2546,,,0,property_title,company_number,1.0,1.0
05741374,1,1,0,2020-12-11,2020-12-11,2028,260000.0,260000.0,1,property_title,company_number,1.0,1.0
05741402,1,5,0,2008-09-17,2023-01-24,1254,1525000.0,550000.0,4,property_title,company_number,1.0,1.0
05741776,1,1,1,2025-11-11,2025-11-11,232,306000.0,306000.0,1,property_title,company_number,1.0,1.0
05741844,1,1,0,2023-10-11,2023-10-11,994,,,0,property_title,company_number,1.0,1.0
05742131,1,2,0,2020-09-04,2024-02-06,876,280000.0,280000.0,1,property_title,company_number,1.0,1.0
05742332,1,1,0,2014-08-08,2014-08-08,4345,,,0,property_title,company_number,1.0,1.0
05742461,1,1,0,2007-05-01,2007-05-01,7001,70000.0,70000.0,1,property_title,company_number,1.0,1.0
05742505,1,1,0,2012-11-29,2012-11-29,4962,,,0,property_title,company_number,1.0,1.0
05742647,1,1,0,2020-12-24,2020-12-24,2015,,,0,property_title,company_number,1.0,1.0
05742860,1,1,0,2010-03-03,2010-03-03,5964,,,0,property_title,company_number,1.0,1.0
05742979,1,1,0,2009-09-30,2009-09-30,6118,,,0,property_title,company_number,1.0,1.0
05743139,1,1,0,2019-06-13,2019-06-13,2575,,,0,property_title,company_number,1.0,1.0
05743422,1,3,0,2017-11-17,2017-11-17,3148,,,0,property_title,company_number,1.0,1.0
05743618,1,1,0,2007-02-07,2007-02-07,7084,,,0,property_title,company_number,1.0,1.0
05743784,1,6,0,2018-09-24,2023-04-11,1177,,,0,property_title,company_number,1.0,1.0
05744061,1,3,0,2015-04-30,2023-06-01,1126,4336000.0,3746000.0,2,property_title,company_number,1.0,1.0
05744635,1,1,0,2017-09-21,2017-09-21,3205,,,0,property_title,company_number,1.0,1.0
05744647,1,1,0,2013-06-24,2013-06-24,4755,,,0,property_title,company_number,1.0,1.0
05744766,1,7,0,2018-08-15,2019-06-05,2583,,,0,property_title,company_number,1.0,1.0
