CompanyNumber,prop_has_any,prop_count_total,prop_count_12m,prop_first_date,prop_latest_date,prop_days_since_latest,prop_value_total,prop_value_max,prop_value_count,prop_types,prop_match_method,prop_max_confidence,prop_min_confidence
02638733,1,3,0,1992-07-06,2005-11-25,7523,,,0,property_title,company_number,1.0,1.0
02638890,1,1,0,2018-06-25,2018-06-25,2928,,,0,property_title,company_number,1.0,1.0
02638967,1,1,0,2022-12-13,2022-12-13,1296,,,0,property_title,company_number,1.0,1.0
02638990,1,1,0,2023-09-05,2023-09-05,1030,,,0,property_title,company_number,1.0,1.0
02639324,1,1,0,1995-03-30,1995-03-30,11416,,,0,property_title,company_number,1.0,1.0
02639337,1,4,0,2003-10-08,2013-08-02,4716,,,0,property_title,company_number,1.0,1.0
02639513,1,1,0,2009-06-03,2009-06-03,6237,,,0,property_title,company_number,1.0,1.0
02639861,1,2,0,2013-09-25,2013-10-08,4649,,,0,property_title,company_number,1.0,1.0
02639909,1,2,0,1993-02-22,2023-02-20,1227,6418202.0,6418202.0,1,property_title,company_number,1.0,1.0
02640044,1,1,0,2016-04-12,2016-04-12,3732,,,0,property_title,company_number,1.0,1.0
02640083,1,1,0,2021-04-22,2021-04-22,1896,319000.0,319000.0,1,property_title,company_number,1.0,1.0
02640303,1,2,0,1992-04-06,2008-05-23,6613,,,0,property_title,company_number,1.0,1.0
02640337,1,1,0,2020-03-27,2020-03-27,2287,,,0,property_title,company_number,1.0,1.0
02640499,1,3,2,2016-06-09,2025-12-16,197,1300000.0,1300000.0,1,property_title,company_number,1.0,1.0
02640532,1,2,1,2023-07-11,2025-07-15,351,1190400.0,1190400.0,1,property_title,company_number,1.0,1.0
02640682,1,1,0,2025-03-20,2025-03-20,468,,,0,property_title,company_number,1.0,1.0
02640770,1,1,0,2013-05-24,2013-05-24,4786,,,0,property_title,company_number,1.0,1.0
02640934,1,1,0,1991-10-18,1991-10-18,12675,,,0,property_title,company_number,1.0,1.0
02640939,1,1,0,2022-05-25,2022-05-25,1498,,,0,property_title,company_number,1.0,1.0
02641017,1,1,0,2015-01-28,2015-01-28,4172,,,0,property_title,company_number,1.0,1.0
02641089,1,1,0,1992-01-14,1992-01-14,12587,,,0,property_title,company_number,1.0,1.0
02641311,1,1,0,2015-10-28,2015-10-28,3899,,,0,property_title,company_number,1.0,1.0
02641313,1,3,0,2017-01-13,2020-11-25,2044,,,0,property_title,company_number,1.0,1.0
02641437,1,4,0,2012-02-21,2022-03-15,1569,,,0,property_title,company_number,1.0,1.0
02641598,1,1,0,2014-04-30,2014-04-30,4445,,,0,property_title,company_number,1.0,1.0
02641768,1,3,0,2012-07-16,2012-07-16,5098,,,0,property_title,company_number,1.0,1.0
02641883,1,1,0,1999-01-25,1999-01-25,10019,,,0,property_title,company_number,1.0,1.0
02642048,1,2,0,2012-08-29,2015-12-31,3835,,,0,property_title,company_number,1.0,1.0
02642054,1,1,0,2016-09-15,2016-09-15,3576,,,0,property_title,company_number,1.0,1.0
02642479,1,1,0,2021-01-13,2021-01-13,1995,640000.0,640000.0,1,property_title,company_number,1.0,1.0
02642521,1,1,0,2016-02-11,2016-02-11,3793,,,0,property_title,company_number,1.0,1.0
02642699,1,1,0,2002-09-11,2002-09-11,8694,,,0,property_title,company_number,1.0,1.0
02642741,1,4,0,2009-02-16,2022-09-01,1399,,,0,property_title,company_number,1.0,1.0
02643023,1,1,0,2024-06-25,2024-06-25,736,,,0,property_title,company_number,1.0,1.0
02643175,1,1,0,2002-03-26,2002-03-26,8863,,,0,property_title,company_number,1.0,1.0
02643240,1,7,0,2005-10-21,2024-08-09,691,,,0,property_title,company_number,1.0,1.0
02643622,1,1,0,2023-08-04,2023-08-04,1062,,,0,property_title,company_number,1.0,1.0
02643640,1,1,0,2023-09-29,2023-09-29,1006,,,0,property_title,company_number,1.0,1.0
02643675,1,2,0,1998-05-14,1998-05-14,10275,,,0,property_title,company_number,1.0,1.0
02643915,1,1,0,2012-12-05,2012-12-05,4956,,,0,property_title,company_number,1.0,1.0
02643984,1,1,0,1992-12-17,1992-12-17,12249,,,0,property_title,company_number,1.0,1.0
02644046,1,1,0,2007-06-25,2007-06-25,6946,,,0,property_title,company_number,1.0,1.0
02644065,1,1,0,1993-06-16,1993-06-16,12068,,,0,property_title,company_number,1.0,1.0
02644283,1,1,0,2006-12-05,2006-12-05,7148,,,0,property_title,company_number,1.0,1.0
02644447,1,1,0,2013-07-08,2013-07-08,4741,,,0,property_title,company_number,1.0,1.0
02644602,1,1,0,2011-02-15,2011-02-15,5615,,,0,property_title,company_number,1.0,1.0
02644623,1,1,0,2024-12-17,2024-12-17,561,,,0,property_title,company_number,1.0,1.0
02644718,1,1,0,2009-05-28,2009-05-28,6243,96000.0,96000.0,1,property_title,company_number,1.0,1.0
02644731,1,1,0,2015-10-22,2015-10-22,3905,,,0,property_title,company_number,1.0,1.0
02644771,1,1,0,1991-10-21,1991-10-21,12672,,,0,property_title,company_number,1.0,1.0
02645016,1,1,0,1998-10-19,1998-10-19,10117,,,0,property_title,company_number,1.0,1.0
02645324,1,3,0,2015-11-05,2023-06-29,1098,,,0,property_title,company_number,1.0,1.0
02645633,1,5,0,1999-01-29,2018-01-12,3092,,,0,property_title,company_number,1.0,1.0
02645700,1,2,0,1998-05-13,2015-12-14,3852,190000.0,190000.0,1,property_title,company_number,1.0,1.0
02645817,1,3,0,1996-03-06,2025-06-26,370,360000.0,360000.0,1,property_title,company_number,1.0,1.0
02645933,1,1,0,2011-12-13,2011-12-13,5314,,,0,property_title,company_number,1.0,1.0
02645990,1,1,0,2000-02-14,2000-02-14,9634,,,0,property_title,company_number,1.0,1.0
02646099,1,2,0,2017-01-25,2020-07-06,2186,,,0,property_title,company_number,1.0,1.0
02646194,1,1,0,2015-06-08,2015-06-08,4041,,,0,property_title,company_number,1.0,1.0
02646262,1,4,0,2014-06-30,2021-04-26,1892,481099.0,481099.0,1,property_title,company_number,1.0,1.0
02646287,1,1,0,2006-09-28,2006-09-28,7216,,,0,property_title,company_number,1.0,1.0
02646304,1,1,0,2023-02-21,2023-02-21,1226,,,0,property_title,company_number,1.0,1.0
02646623,1,2,0,2024-01-04,2024-01-04,909,,,0,property_title,company_number,1.0,1.0
02646875,1,2,0,2022-05-24,2024-11-11,597,,,0,property_title,company_number,1.0,1.0
02646925,1,1,0,2005-08-01,2005-08-01,7639,,,0,property_title,company_number,1.0,1.0
02647054,1,21,0,1994-01-17,2017-06-07,3311,,,0,property_title,company_number,1.0,1.0
02647150,1,2,0,2015-07-17,2024-04-03,819,,,0,property_title,company_number,1.0,1.0
02647359,1,1,0,2017-12-22,2017-12-22,3113,,,0,property_title,company_number,1.0,1.0
02647438,1,1,0,2010-01-15,2010-01-15,6011,,,0,property_title,company_number,1.0,1.0
02647762,1,1,0,1992-02-13,1992-02-13,12557,,,0,property_title,company_number,1.0,1.0
02647827,1,5,0,2019-02-14,2019-02-14,2694,1365000.0,280000.0,5,property_title,company_number,1.0,1.0
02647929,1,1,0,2024-04-22,2024-04-22,800,,,0,property_title,company_number,1.0,1.0
02647944,1,1,0,2020-12-22,2020-12-22,2017,,,0,property_title,company_number,1.0,1.0
02647972,1,1,0,2004-08-05,2004-08-05,8000,,,0,property_title,company_number,1.0,1.0
02648058,1,1,0,2023-05-17,2023-05-17,1141,,,0,property_title,company_number,1.0,1.0
02648158,1,1,0,2017-08-16,2017-08-16,3241,,,0,property_title,company_number,1.0,1.0
02648334,1,1,0,1996-10-21,1996-10-21,10845,,,0,property_title,company_number,1.0,1.0
02648370,1,1,0,2009-02-03,2009-02-03,6357,,,0,property_title,company_number,1.0,1.0
02648456,1,1,0,1992-01-30,1992-01-30,12571,,,0,property_title,company_number,1.0,1.0
02648460,1,1,0,1991-12-20,1991-12-20,12612,,,0,property_title,company_number,1.0,1.0
02648481,1,1,0,2023-08-24,2023-08-24,1042,,,0,property_title,company_number,1.0,1.0
02648531,1,1,0,2001-11-08,2001-11-08,9001,,,0,property_title,company_number,1.0,1.0
02648657,1,1,0,1994-11-11,1994-11-11,11555,,,0,property_title,company_number,1.0,1.0
02648720,1,4,0,2009-05-11,2015-07-09,4010,,,0,property_title,company_number,1.0,1.0
02648722,1,1,0,2023-11-09,2023-11-09,965,,,0,property_title,company_number,1.0,1.0
02648803,1,2,0,2004-12-22,2024-03-22,831,,,0,property_title,company_number,1.0,1.0
02648823,1,4,0,1993-10-25,2024-08-22,678,,,0,property_title,company_number,1.0,1.0
02648874,1,1,0,1999-04-20,1999-04-20,9934,,,0,property_title,company_number,1.0,1.0
02648879,1,1,0,2011-07-19,2011-07-19,5461,,,0,property_title,company_number,1.0,1.0
02649163,1,1,1,2025-08-29,2025-08-29,306,,,0,property_title,company_number,1.0,1.0
02649782,1,3,0,2018-05-08,2024-11-06,602,561739.0,561739.0,1,property_title,company_number,1.0,1.0
02649790,1,6,0,2014-05-06,2022-01-17,1626,,,0,property_title,company_number,1.0,1.0
02649822,1,1,0,2018-02-28,2018-02-28,3045,,,0,property_title,company_number,1.0,1.0
02649828,1,2,0,2010-08-11,2020-01-28,2346,201000.0,201000.0,1,property_title,company_number,1.0,1.0
02649902,1,1,0,2007-04-27,2007-04-27,7005,,,0,property_title,company_number,1.0,1.0
02649948,1,1,0,2000-12-13,2000-12-13,9331,,,0,property_title,company_number,1.0,1.0
02650067,1,1,0,2024-02-23,2024-02-23,859,,,0,property_title,company_number,1.0,1.0
02650204,1,1,0,2018-10-04,2018-10-04,2827,1000000.0,1000000.0,1,property_title,company_number,1.0,1.0
02650207,1,1,0,1992-01-09,1992-01-09,12592,,,0,property_title,company_number,1.0,1.0
02650254,1,2,0,2015-11-30,2020-11-05,2064,,,0,property_title,company_number,1.0,1.0
02650257,1,1,0,1991-12-23,1991-12-23,12609,,,0,property_title,company_number,1.0,1.0
02650533,1,1,0,2015-10-09,2015-10-09,3918,,,0,property_title,company_number,1.0,1.0
02650571,1,3,0,2015-06-05,2020-10-01,2099,,,0,property_title,company_number,1.0,1.0
02650794,1,3,0,2012-10-12,2016-08-22,3600,360000.0,360000.0,1,property_title,company_number,1.0,1.0
02650910,1,1,0,2023-04-25,2023-04-25,1163,,,0,property_title,company_number,1.0,1.0
02650947,1,2,0,2014-03-06,2021-01-07,2001,,,0,property_title,company_number,1.0,1.0
02651079,1,4,0,1995-12-14,2018-09-04,2857,,,0,property_title,company_number,1.0,1.0
02651200,1,4,0,1997-11-19,2024-05-22,770,,,0,property_title,company_number,1.0,1.0
02651241,1,2,0,2019-05-09,2020-05-12,2241,,,0,property_title,company_number,1.0,1.0
02651797,1,1,0,2024-09-20,2024-09-20,649,357000.0,357000.0,1,property_title,company_number,1.0,1.0
02651835,1,2,0,2014-04-22,2014-04-22,4453,86000.0,86000.0,1,property_title,company_number,1.0,1.0
02651873,1,2,0,2017-06-27,2023-09-25,1010,,,0,property_title,company_number,1.0,1.0
02651880,1,2,0,2011-07-12,2012-09-18,5034,170000.0,170000.0,1,property_title,company_number,1.0,1.0
02651919,1,1,0,2015-08-06,2015-08-06,3982,,,0,property_title,company_number,1.0,1.0
02652284,1,3,0,2017-08-07,2023-01-09,1269,,,0,property_title,company_number,1.0,1.0
02652322,1,4,0,2005-02-03,2015-03-31,4110,496500.0,496500.0,1,property_title,company_number,1.0,1.0
02652403,1,1,0,2016-11-04,2016-11-04,3526,,,0,property_title,company_number,1.0,1.0
02652500,1,1,0,2015-10-16,2015-10-16,3911,,,0,property_title,company_number,1.0,1.0
02652564,1,3,0,1994-07-20,2021-06-28,1829,478500.0,478500.0,1,property_title,company_number,1.0,1.0
02652693,1,1,0,2011-07-28,2011-07-28,5452,,,0,property_title,company_number,1.0,1.0
02652749,1,1,0,2004-07-02,2004-07-02,8034,,,0,property_title,company_number,1.0,1.0
02652973,1,16,0,2014-09-29,2022-03-04,1580,5774000.0,1800000.0,8,property_title,company_number,1.0,1.0
02653446,1,1,0,2016-11-17,2016-11-17,3513,,,0,property_title,company_number,1.0,1.0
02653733,1,1,0,2015-03-05,2015-03-05,4136,,,0,property_title,company_number,1.0,1.0
02653821,1,2,0,2011-09-14,2016-02-11,3793,,,0,property_title,company_number,1.0,1.0
02653887,1,4,0,2013-07-23,2022-10-27,1343,,,0,property_title,company_number,1.0,1.0
02653906,1,3,0,2013-04-29,2017-06-08,3310,709950.0,289950.0,3,property_title,company_number,1.0,1.0
02654014,1,2,0,2021-11-18,2022-01-24,1619,,,0,property_title,company_number,1.0,1.0
02654396,1,1,0,2016-04-05,2016-04-05,3739,,,0,property_title,company_number,1.0,1.0
02654935,1,1,1,2025-08-01,2025-08-01,334,,,0,property_title,company_number,1.0,1.0
02654981,1,1,0,1992-04-02,1992-04-02,12508,,,0,property_title,company_number,1.0,1.0
02654994,1,1,0,2018-07-24,2018-07-24,2899,,,0,property_title,company_number,1.0,1.0
02655166,1,3,0,2009-09-17,2023-01-03,1275,,,0,property_title,company_number,1.0,1.0
02655261,1,1,0,2008-08-08,2008-08-08,6536,,,0,property_title,company_number,1.0,1.0
02655315,1,1,0,2008-01-24,2008-01-24,6733,,,0,property_title,company_number,1.0,1.0
02655658,1,1,0,2007-10-23,2007-10-23,6826,,,0,property_title,company_number,1.0,1.0
02655794,1,2,0,2018-10-15,2019-08-05,2522,,,0,property_title,company_number,1.0,1.0
02656060,1,5,0,2005-12-08,2024-01-17,896,2750000.0,2750000.0,1,property_title,company_number,1.0,1.0
02656277,1,1,0,2014-10-06,2014-10-06,4286,,,0,property_title,company_number,1.0,1.0
02656333,1,1,0,2002-09-11,2002-09-11,8694,425000.0,425000.0,1,property_title,company_number,1.0,1.0
02656421,1,1,0,1997-04-18,1997-04-18,10666,,,0,property_title,company_number,1.0,1.0
02656629,1,2,0,2009-12-18,2013-11-20,4606,,,0,property_title,company_number,1.0,1.0
02656967,1,2,0,2006-06-27,2017-04-21,3358,,,0,property_title,company_number,1.0,1.0
02657034,1,1,0,1992-01-20,1992-01-20,12581,,,0,property_title,company_number,1.0,1.0
02657467,1,1,0,2021-04-22,2021-04-22,1896,,,0,property_title,company_number,1.0,1.0
02657590,1,2,0,2012-03-27,2012-03-27,5209,,,0,property_title,company_number,1.0,1.0
02657917,1,4,0,2005-08-24,2024-01-30,883,,,0,property_title,company_number,1.0,1.0
02657960,1,5,0,2010-10-12,2013-12-20,4576,,,0,property_title,company_number,1.0,1.0
02658155,1,10,0,1994-09-30,2024-07-25,706,447000.0,447000.0,1,property_title,company_number,1.0,1.0
02658324,1,3,0,2011-12-23,2021-11-23,1681,,,0,property_title,company_number,1.0,1.0
