CompanyNumber,targets,best_target,best_rank,best_score,CompanyName,post_town,postcode,sector,segment,lifecycle,CompanyStatus
09386341,insolvency,insolvency,24,0.37488350814607746,MEDICAL EXAM PREP LTD,KINGSTON UPON THAMES,KT2 5TL,"Technology, legal & professional",Small,Trading,Active
14339923,growth,growth,32,0.35603643207040264,MERCO FS LIMITED,SWINTON,M27 8UW,Fast growth & emerging,Micro,Trading,Active
09068362,insolvency,insolvency,54,0.20945894760536493,MESSRS. KICK & DRUM LTD,LONDON,SE25 4LP,"Technology, legal & professional",Micro,Trading,Active
16391036,voluntary_exit,voluntary_exit,26,0.9161933840127097,NUMBER CORPORATION LIMITED,LONDON,N1 7AA,Fast growth & emerging,No Filings,Trading,Active
10664256,growth,growth,89,0.2868518629348434,NUTREE LIFE LTD,"BURSCOUGH, ORMSKIRK",L40 8AF,Manufacturing,Medium,Trading,Active
13507341,lending,lending,40,0.41174896806599565,OB TELECOM LIMITED,SALFORD,M5 3TT,"Technology, legal & professional",Subsidiary,Trading,Active
16385860,voluntary_exit,voluntary_exit,85,0.9161933840127097,OBLIVIONCORE LTD,BIRMINGHAM,B33 8JP,Fast growth & emerging,No Filings,Trading,Active
SC845397,voluntary_exit,voluntary_exit,7,0.9161933840127097,OBOBO LTD,EDINBURGH,EH11 2DF,Fast growth & emerging,No Filings,Trading,Active
05933693,growth,growth,10,0.41652274352506696,RAMON HOLDINGS LIMITED,SOUTHEND-ON-SEA,SS3 9FL,Manufacturing,Medium,Trading,Active
11392308,insolvency,insolvency,86,0.17662436335301737,SPACETIME LABS LIMITED,LONDON,EC3N 1NT,Fast growth & emerging,Micro,Trading,Active
05144979,insolvency,insolvency,2,0.47732667356953373,SPIDERWEBSITES LIMITED,PRESTON,PR1 9BY,Fast growth & emerging,Micro,Trading,Active
08415666,insolvency,insolvency,72,0.1901128873996454,SSS ENGINEERING SERVICES LTD,KINGTON,HR5 3DJ,Manufacturing,Small,Trading,Active
16389255,voluntary_exit,voluntary_exit,50,0.9161933840127097,THINK DATA MIGRATION SOLUTIONS LTD,LONDON,SE24 0JZ,Fast growth & emerging,No Filings,Trading,Active
16389882,voluntary_exit,voluntary_exit,67,0.9161933840127097,THL GLOBAL INNOVATIONS LTD,MANCHESTER,M40 8WN,Fast growth & emerging,No Filings,Trading,Active
10007469,lending,lending,46,0.4036500074213415,THOUGHTRIVER LIMITED,WATERBEACH,CB25 9PD,Fast growth & emerging,Small,Trading,Active
16392251,voluntary_exit,voluntary_exit,53,0.9161933840127097,TIGER HOLDINGS LTD,LONDON,E6 2JA,Fast growth & emerging,No Filings,Trading,Active
02205891,lending,lending,87,0.36839110524649166,WINDFALL FILMS LIMITED,LONDON,N1 8JD,"Technology, legal & professional",Large,Trading,Active
14407269,growth,growth,78,0.2940094986954053,WINNERS FIRST TRADING LIMITED,LONDON,WC2A 2JR,Fast growth & emerging,Micro,Trading,Active
09511198,growth,growth,52,0.3200932244137173,,,,,,,
15554147,growth,growth,100,0.2800306922792549,,,,,,,
14382532,lending,lending,15,0.4667490650385365,,,,,,,
SC597190,lending,lending,82,0.37273292193613305,,,,,,,
02599024,lending,lending,8,0.5001727342610349,,,,,,,
15016818,lending,lending,63,0.38853123901231695,,,,,,,
15890468,lending,lending,19,0.46056737158247874,,,,,,,
16107952,growth,growth,23,0.37258193510500426,,,,,,,
02591237,lending,lending,22,0.44653594506398686,,,,,,,
09656168,lending,lending,35,0.4239420299901921,,,,,,,
SC676128,lending,lending,32,0.4273200096821083,,,,,,,
05314495,growth,growth,42,0.32921806526498426,,,,,,,
13161842,lending,lending,28,0.43591731910713405,,,,,,,
10362628,lending,lending,6,0.5140772374186816,,,,,,,
14703270,growth|lending,lending,85,0.3692996659233187,,,,,,,
10568990,lending,lending,41,0.4091694771136587,,,,,,,
12809596,lending,lending,64,0.3863447735581843,,,,,,,
14351083,lending,lending,65,0.3859255241676977,,,,,,,
SC700538,lending,lending,79,0.3761737196459586,,,,,,,
13866849,lending,lending,37,0.42025095597664996,,,,,,,
16314307,lending,lending,14,0.4736137131979794,,,,,,,
15229418,lending,lending,30,0.42818549914345677,,,,,,,
09671288,lending,lending,45,0.40510823896878956,,,,,,,
10946543,lending,lending,25,0.4368366358385816,,,,,,,
16364484,lending,lending,20,0.4585152024245847,,,,,,,
11843588,growth,growth,73,0.30161689285062954,,,,,,,
15242648,growth,growth,87,0.28967285394701286,,,,,,,
